,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,MBTI
504,Ludmilla,"Chora não cara, deixa o orgulho de lado e pede a ela pra voltarrrrr https://t.co/je3XTmSe1G",Então volta aí então volta aí 🎶😂 https://t.co/je3XTmSe1G,@thiaguinhocomth @globoplay Falei e repito tudo isso mil vezes do fundo do meu coração❤️,Essa aqui é a imagem que você pode mandar hj no grupo da família https://t.co/mYeLN0u51K,A ressaca veio. Somos todos Deise,Kkk https://t.co/d6DDz7lEGl,Numa nova fase da vida não da tempo nem de arrumar briga juro pela luz que me ilumina que amo essas crianças e amo essa bandida,Ludmilla in the house,"E a sensação de está em casa, um vinho conversa fiada, sexo bom com amor envolvido busca um como d’água",Nessa situação não consegui dormirrrr gata eu senti sua falta não vou negar,Você lembraaaaaa da primeira vez que a gente ficouuu de tudo que a gente planejou,Não vejo outra ocupando seu lugar suas amigas tão querendo te afastar de mim🎶,@flamencria Amém 🙏🏾,Fiz uma música foda em Maldivas 🥰,Oii https://t.co/BfBLUzjoFJ,ESFP
506,AntoGriezmann,@Reed_FN @KeoIys @Doigby Justement 😜,@TheoGriezmann 😑😑😑 BRAVO @Doigby,@KeoIys On dirait que @Doigby choisit 😑😑😑,⚽😊,"@Vinsonmorgan1 J'suis a Cadiz, match ce soir 🤔🙄",😍😍 https://t.co/nRAHk6s7cL,😏😏😏😏 https://t.co/SZLOntflLM,https://t.co/FETIKMuoK6,"Good team, right ?!!! 🤔😏 @YahooFantasy https://t.co/yaxB7FhIMN",😍😍😍😍 https://t.co/lgvroLuxAl,,,,,,INFP
508,GordonRamsay,Let's be honest....2020 has been quite the journey....This Saturday I'm partnering with @Facebook on an exclusive paid online event to give you my take on some of the viral food trends of 2020. Even better...we’ll raise money for @GOSHCharity ! Join me Gx https://t.co/psBuGwXJuI https://t.co/JpjyFdcvkn,A powerful story of the great work @NHSCharities does. Great job @birdy on the music as well ! Visit https://t.co/91DOSynwpG for more info.  #GiftsThatGiveBack #NHS https://t.co/ocfTA8gDUS,Here we go. May god have mercy on my ring hole #CookingUpWishes : https://t.co/muTZBFUtNz https://t.co/LWz12f5Atp,Can’t wait bud ! https://t.co/hbYL3ItYq1,Today is the day !!! Will I be able to handle @firstwefeast’s sauces ??? Don’t forget to donate to @MakeAWish’s #CookingUpWishes: https://t.co/mUrYTDGeaj https://t.co/8CjeaBbwS4,An absolute classic.... chocolate fondant at Bread Street Kitchen.... delicious !! @GordonRamsayGRR https://t.co/NrkeFd9OFO,"RT @HellsKitchenFOX: Get ready to say ""Yes, Chef!"" 👨‍🍳👩‍🍳

There's only 1️⃣ month left until an all-new season of #HellsKitchen on @FOXTV.…",Celebrate Christmas with a Taste of Savoy .... served in our brand new dining room Savoy Grill View !! Trust me... it's the best view in the house ! https://t.co/1KsicRUIXH,Christmas at Street Burger.... we’re ready !! @GordonRamsayGRR https://t.co/cRxdjl5pLb,Christmas sorted at Bread Street Kitchen !! @GordonRamsayGRR https://t.co/5Vvlw7wFYI,"Do YOU want me to react to your cooking video &amp; support one of my favourite charities @MakeAWish ? Visit https://t.co/muTZBFUtNz, donate $20 or more to submit your cooking video for chance at a food review from moi🔥 Tune-in to #CookingUpWishes 12/8 at 11:00 am PT ! https://t.co/RQFIzTGgOY",#TGIF. I feel like a kid in a burger shop opening my 3rd restaurant this week with #GordonRamsayBurger at @Harrods ! Can I eat this now please ? https://t.co/K7CIHsbyP8,"Guys, its time …. Our first Gordon Ramsay Street Burger opens today !! We cannot wait for you to try these burgers !! @GordonRamsayGRR https://t.co/THpjzJ5sNs",,,ESTJ
510,TripleH,"RT @WWE: Sunday, she pins #WWENXT #WomensChampion @shirai_io to win #WarGames for her team.

Wednesday, she defeats @WWEEmberMoon in the ma…","RT @WWENXT: #WWENXT New Year's 𝑬𝑽𝑰𝑳.  January 6, 2021. LIVE on @USA_Network! 

Let's ring in the New Year... 𝘵𝘰𝘨𝘦𝘵𝘩𝘦𝘳. 😈 https://t.co/6dJYp…","RT @WWE: Triple Threat Tag Team Action on #WWENXT!

@ONEYLORCAN &amp; @strongstylebrit have to be keeping an eye on the competition here!! http…","RT @WWENXT: ""I got a message for your boy. When HE'S ready, Finn's ready.""

We're also ready. #WWENXT @Lady_Scarlett13 @FinnBalor @WWEKarri…","RT @WWE: Does he have your attention? 👀 

The #NXTChampion @FinnBalor kicks off #WWENXT RIGHT NOW on @USA_Network! https://t.co/4dlNknXqMg","RT @WWE: We’re here to get you ready for an all-new #WWENXT, coming at you tonight at 8/7c on @USA_Network!
 https://t.co/6WW4xauOhg",Less than a half hour away!!! #WWENXT https://t.co/veYroR0TKA,"RT @seattlestorm: 🐐 The People’s Champ! 🐐 

Thanks @TripleH and @WWE for the new hardware! 💪 https://t.co/c79GmNyflL","RT @WWENXT: All eyes on the PRIN❌E.

#NXTChampion @FinnBalor kicks off the action TONIGHT on #WWENXT! https://t.co/nOlJOxIFH2 https://t.co/…","RT @WWE: ✨ IT'S #SLAMMY SZN ✨

From voting to categories to nominees, here's everything you need to know about the 2020 SLAMMY Awards: The…",WOW. Just unbelievable. Congratulations to EVERYONE in this #WarGames match. #WeAreNXT #NXTTakeOver https://t.co/eITU8GnS3b,"RT @WWENXT: #WarGames and the system = SHOCKED

...and that, boys and girls, is UNDISPUTED. #NXTTakeOver @AdamColePro @theBobbyFish @KORcom…","RT @WWENXT: 🤯 🤯 🤯 🤯 🤯 🤯 

#NXTTakeOver #WarGames @PatMcAfeeShow https://t.co/zEFieHMNK7","RT @WWENXT: May your New Year's be.... 𝐸𝒱𝐼𝐿.

Don't miss #WWENXT New Year's Evil on January 6, 2021 at 8/7c on @USA_Network! 🎉 🎊 #NXTTakeOv…",History-making.... no matter how it happens. Congratulations to @JohnnyGargano on capturing the #NXTNATitle for the THIRD time!!! #NXTTakeOver https://t.co/X4aEoj3HVh,ENTJ
514,jamescharles,"RT @jamescharles: RETWEET to be the next video's sister shoutout!!

REACTING TO INSANE TIK TOKS ABOUT ME! You guys asked for a part 3 &amp; I L…",RT @JoeyGraceffa: there are zero (0) heteros Among Us. LGBTQ+ legends assemble for the most chaotic game of AmonGays ever 🌈 https://t.co/C4…,"RT @streamys: Calling all SISTERS! @jamescharles is making an appearance on the #streamys, Saturday at 6p PT | 9p ET on https://t.co/YGz2ge…",The Dixie D'Amelio Show With James Charles https://t.co/zwq6jN6ubc via @YouTube,My best friend is on Drag Race. 😭 The first trans man to ever compete on the show... this is SOOOO important and I can’t even begin to explain how PROUD of him I am for all of his hard work over the past few years! This season is going to be SICKENING 💞 @gottmik https://t.co/zNgtdiFRoB,MY BEST FRIEND IS ON DRAG RACE MY BEST FRIEND IS ON DRAG RACE MY BEST FRIEND IS ON DRAG RACE MY BEST FRIEND IS ON DRAG RACE MY BEST FRIEND IS ON DRAG RACE MY BEST FRIEND IS ON DRAG RACE MY BEST FRIEND IS ON DRAG RACE MY BEST FRIEND IS ON DRAG RACE MY BEST FRIEND IS ON DRAG RACE https://t.co/r9ivWxlDUw,@MannyMua733 wow I love being her,@MannyMua733 who would I be,on set today for a very special sisters apparel collection.... 😇,"RETWEET to be the next video's sister shoutout!!

REACTING TO INSANE TIK TOKS ABOUT ME! You guys asked for a part 3 &amp; I LOVEE filming these! 💀😂 https://t.co/a8ShfvgaLw https://t.co/hHwUudY667",@theodd1sout @Jameskii @JamesLee03 @CasuallyE @Julobster @AntiDarkHeart Hahahah love this,this week is going to be so crazy busy I’m already scared but excited 😬,JUST POSTED DAY NUMBER 5 RIGHT NOW!! Good luck sisters!! https://t.co/TjLkpSYGBc,accurate @bretmanrock @Corpse_Husband https://t.co/j2prsq4a7x,Have you seen today’s new video yet?! https://t.co/oxhcVD7tp6,ESTP
515,robkardashian,"MIAMI AREA: my friends dog was stolen from her in a home invasion. if anyone knows where he is there is a 20 THOUSAND dollar cash prize, email ilovebambidoe@icloud.com
He’s a boy and he responds to GOKU Retweet Please https://t.co/aBu4yLKjD9",,,,,,,,,,,,,,,INFJ
517,INCIndia,"किसान की शक्ति के सामने कोई नहीं टिक सकता। भाजपा सरकार को गलतफहमी में नहीं रहना चाहिए कि किसान डर जाएंगे, पीछे हट जाएंगे। बिलों के रद्द होने तक किसान न डरेगा और न ही पीछे हटेगा : श्री @RahulGandhi https://t.co/DaQq17LUIR","World around, the goal must be one: to uphold the inalienable, non-negotiable, indispensable rights of every individual - human rights - not only because a dignified life is quintessential to humankind but also because it is fundamental to humanity itself.

#HumanRightsDay https://t.co/VxD0AvyOK7","On his birth anniversary, we pay homage to the ""maker of modern Karnataka"", freedom fighter, two-time CM of Karnataka, former Congress President Shri S Nijalingappa. He not only immensely contributed to the nation's freedom movement but also to Karnataka's unification movement. https://t.co/tUo5s0GZco","We pay our humble tribute to the last Governor-general of India, former Chief Minster of Madras State, the ""keeper of Mahatma Gandhi's conscience"", and Bharat Ratna awardee Shri C Rajagopalachari, on his birth anniversary, for his immense contributions towards nation-building. https://t.co/gs5mzHIYy7","Ensuring citizens enjoy dignified lives to their fullest potential rests at the foundation of our nation, and the means to achieve this: an uncompromised dedication &amp; an undeterred endeavour to uphold their inalienable human rights and freedoms.

#CongressKeVichaar https://t.co/PVPNYs7rkV",डिमॉक्रेसी का गला दबाकर वो कह रहे हैं कि ये 'टू मच' हो गया है।,तानाशाही ताकतों को डिमॉक्रेसी हमेशा 'टू मच' लगती है। लेकिन भारत की बुनियाद और भविष्य ही डिमॉक्रेसी है। https://t.co/tbBvJ0lFTm,"RT @rssurjewala: 10 Protesting Farmers have lost their Lives Until Now !

1.Baljinder Singh
2. Dhanna Singh 
3.Janak Raj
4. Gajjan Singh 
5…","RT @INCSandesh: INC COMMUNIQUE 

Important Notification regarding appointment of State Vice Chairman, State Coordinators and State Secretar…","RT @INCSandesh: INC COMMUNIQUE 

Important Notification regarding appointment of District Chairmen/City Chairmen for Uttar Pradesh PCC Mino…",हम पक्षपात और सत्ता की मनमानी से मुक्त भारत बनाना चाहते हैं। एक ऐसा भारत जिसमें जनता पर निर्णय थोपने की बजाय संवाद स्थापित कर निर्णय लिये जायें। ऐसे भारत की कल्पना को हम ही साकार करेंगे। https://t.co/HtYnsNGZLG,"देशभर में न्यूनतम समर्थन मूल्य न मिलने के कारण अन्नदाता को बीते दो माह में 1900 करोड़ का नुकसान झेलना पड़ा है।

यह काले बिल बीजेपी का 'न्यूनतम समर्थन मूल्य' छीनने का षड्यंत्र हैं। इसी षड्यंत्र के खिलाफ अन्नदाता कड़ाके की सर्दी के बीच अपनी जंग लड़ रहा है। https://t.co/aCqMsZ9l41","RT @INCSandesh: INC COMMUNIQUE 
Important Notification regarding appointment of following persons as State Chairmen/State Coordinators in t…","#TooMuchDemocracy 
Too Much Leadership https://t.co/LicFvuYMTk","बीजेपी के सत्ता संभालते ही तानाशाही रवैये, संवैधानिक संस्थाओं को दवाब में रखने के कारण वैश्विक लोकतंत्र सूचकांक में भारत का स्थान गिरना आरंभ हो चुका था।

बीजेपी के तानाशाही रवैये ने हमारे लोकतंत्र पर प्रहार किया है।
#TooMuchDemocracy https://t.co/7pQ7jL4shA",ISTJ
518,ABdeVilliers17,@WisdenIndia 😀👌👌👌👌@imVkohli,,,,,,,,,,,,,,,ENTP
520,OMARCHAPARRO,https://t.co/8KAjp6coub https://t.co/XsF8wXVm1l,RT @BereParker: Nos ayudan a ayudar? ✨🥺🙏❤️ juntos lo lograremos! 😎✨ Aqui dejó el link https://t.co/zI3GTeoXFA @OMARCHAPARRO @lucymojarrita…,Gracias mi reina https://t.co/HH9ASzE78T,https://t.co/7LroJJGbB9 https://t.co/6feCmvrkLk,Gracias Clau! Si se puede que sea leche deslactosada https://t.co/7DX6gfd6di,Ah caray! la de la derecha es más reciente? https://t.co/uGrta7nUAi,😂 https://t.co/CeTRZniUOs,Me perdonan?,A síndrome???? https://t.co/b65lejecCK,😂😂😂😂😂 https://t.co/BiQ1DcAn1o,Ya casi listos https://t.co/btYXS5tlUx,"RT @multimediostv: ¡Feliz cumpleaños @OMARCHAPARRO! 🥳🥳
Deja tus felicitaciones para nuestro gran invitado en #Desvelados ⬇

EN VIVO ➡ https…","A tu hijo le gusta @eslamascara ?
.
El hijo 

😂 @lugiva_9 https://t.co/p0JYdYBVS0","RT @Desvelados_Tv: ¡ Ya llegó @OmarChaparro a #Monterrey y a las 10 PM estará en el Sofá con @JRPalaciosChapa !

Hoy con @LaCaseteraMX en v…","El tiempo vuela, gracias Bere https://t.co/g3u1hw2bea",ENFP
521,paugasol,✊🏼 #NoToRacism https://t.co/4vfk0KY1o2,🏀📈💪🏽 https://t.co/SK3OjGH8hF,"Santa is coming to town! 🎄🎅🏼 
#Family ❤️ https://t.co/NAkZeUS8W8","RT @angelmartin_nc: Acepto el reto de @CarolinaMarin y me sumo al #FruitImpact 🍊challenge de @paugasol y @GasolFoundation 🙌

Os toca @Nadal…",@angelmartin_nc @CarolinaMarin @GasolFoundation @NadalMiki @Edurnity @MichelleObama ¡Gracias por unirte a #FruitImpact🍊! 🙌🏽🙌🏽🙌🏽,"@Giannis_An34 Happy Birthday, MVP!! 🥳","Happy birthday the sweetest, cutest and funniest 4 year old in the world!! We love you so much B.B.!! 🎂❤️ https://t.co/xxGBj4qE65",RT @crisribes: El compromiso de nuestros voluntari@s @GasolFoundation es un valor incalculable para cumplir nuestra misión #CeroObesidadInf…,"RT @CarolinaMarin: Acepto el reto de @onacarbonell y me sumo al #FruitImpact 🍊challenge de @paugasol y @GasolFoundation 🙌

Os toca @javierf…",@CarolinaMarin @onacarbonell @GasolFoundation @javierfernandez @DamianHQuintero @angelmartin_nc Suuuuper bien! Gracias por unirte a #FruitImpact🍊!!!!,"@NBA @Pacers @MalcolmBrogdon7 Proud of you, @MalcolmBrogdon7!!! Totally deserved!!! 👏👏","Muchas gracias a @diarioas por el Premio Solidario del deporte 2020. Fue un placer organizar junto a @RafaelNadal la iniciativa solidaria #NuestraMejorVictoria a favor de #CruzRojaResponde para ayudar a las personas más afectadas por la pandemia.

#PremiosAS2020 https://t.co/bapx7mksvt","RT @COE_es: 3 de diciembre. ❤️
Siempre en nuestra memoria, Fernando Martín. 🏀
@BaloncestoESP https://t.co/X0S8bw9dKO","RT @Paralimpicos: ¡Apostemos por una sociedad más igualitaria e inclusiva!
Pau Gasol (@paugasol ) se une a Sara Revuelta (@Saaruu09) y al c…",,INFP
523,FeCastanhari,Recado importante do tio Zangado galera! https://t.co/MNXmyDWYVj,"@LoiraNoob @justxmearthur @Love_L1ke_You @LubaTV Mas Malena, quando vc fala que curte ppk, está BEM CLARO pra mim que você está dizendo, de uma forma simples, que gosta de mulheres. 
Não é como se você estivesse fazendo uma declaração oficial sobre o que define uma mulher. Você não tem que se explicar pra ninguém.",@mariabopp HAHHAHAHAHHAHAHA,"@WilGrangeiro Eu nasci em 89, então está a rigor",@Rose_Young_B Pros mecânicos?,@raphamkk meu sonho,"@eddyellowpetas Você mandar eu tomar no cu seria o que? Você está definindo minha sexualidade sem ao menos me conhecer! Será que eu curto tomar no brioco? E se eu não curtir, vc vai me obrigar? Usará de violência para isso?",@whereisvitch obrigado,"Se o Luba quiser falar de sua sexualidade dizendo que engasga numa Saveiro G3 1.6 Turbo, ele tem esse direito!
Ele tá falando do que ELE curte.
Pode ser que vc prefira uma Fiat Estrada 1.3 MPI Fire E TUDO BEM, é um baita carro.",@justxmearthur @Love_L1ke_You @LubaTV @LoiraNoob Se desculpar pelo que mano? Se ele quiser falar da sexualidade dele dizendo que engasga numa Saveiro G3 1.3 turbo ele pode. O que qualquer pessoa tem a com isso?,"@Efeito2021 @LubaTV Opa, parabéns pelo 1 ano e obrigado por continuarem divulgando meu trabalho, vocês são fodas ❤️",@Love_L1ke_You @LubaTV kkkk a meu irmão,"@Love_L1ke_You @LubaTV Ele não está falando em nome de todos os gays, ele tá falando do que ELE gosta.","Os caras estão cancelando o @LubaTV por ele falar que curte pinto? 
Então, o Luba é assumidamente gay, correto? Então é claro que ele curte pintos! 

Qual o problema galera?",@thiagobvideira @NyviEstephan HAHAHAHA,ESFJ
526,maluma,RT @Del40al1_es: Esta semana que @maluma ha regresado al Nº1 de la lista con HAWÁI conviene recordar la entrevista que hace unos días conce…,Tu que quieres ser “influencer” piensa muy bien en que quieres “influenciar”... Necesitamos ejemplos POSITIVOS!!,RT @informativost5: .@maluma. el gran triunfador de la gala de LOS40 Music Awards https://t.co/zENTzjnexg,RT @elespectador: #PersonajeDelAño “Las sorpresas en este atípico 2020 no han parado para mí porque dentro de ‘Papi Juancho’ está la canció…,#HawaiRemix with @theweeknd out now on Spotify,#HawaiRemix con @theweeknd ya está disponible en Spotify,#HawaiRemix with @theweeknd out now on Apple Music,#HawaiRemix con @theweeknd ya está disponible en Apple Music,,,,,,,,ESFJ
527,xSqueeZie,"nouvelle vidéo !
je m'incruste dans des cours et Luciole fait une dinguerie 
https://t.co/ORbnoXfDh7 https://t.co/9JTt3pn6KD","mais quel hold-up 😭 #NMA2020 
merci pour tous vos votes c’est dingue d’avoir autant de soutien dans tout ce que je fais 😨💙
(à Vendredi) https://t.co/Mfjeke7JlN",👀👌 https://t.co/XSfXWjgJdr,"soirée Among Us pour changer j'aime trop ça
https://t.co/ZaaQCobMyi",,,,,,,,,,,,ENFP
529,kilicdarogluk,"✊🏻✊🏿 NO TO RACISM | #Respect

#NoToRacism https://t.co/O6OACheEr7",#İzmir Apartman Görevlileri Buluşması https://t.co/CfW1rSU7xu,Bunlar 15 Temmuz şehit ve gazileri için toplanan paralara el koymadılar mı? Biz olmasaydık o paralar yok olacaktı! https://t.co/KcN3s6LY2Y,Ben tek adam rejimi istemiyorum. Esnafın ensesinde boza pişiren bir yönetim istemiyorum. Her kuruşun hesabını veren bir siyaset anlayışı istiyorum… https://t.co/2zm3zFwbGY,Türkiye gerçekleri... https://t.co/xFjlW8d2df,"Asgari ücretin açlık sınırının altında olması kabul edilemez. Asgari ücret ile geçimini sağlamaya çalışan yurttaşlarımızın, insani yaşam koşullarına kavuşabilmesi için asgari ücretin en az 3100 TL olması ve asgari ücretin vergiden muaf olması gerekmektedir. #AsgariÜcretÖnerim",RT @herkesicinCHP: Anayasa’nın değiştirilemez ilk 4 maddesinin güvencesi Cumhuriyet Halk Partisi’dir! https://t.co/sDPkRbypuv,"RT @herkesicinCHP: Kadın Kollarımızın düzenlediği ""YaşamHak"" projesinin tanıtım toplantısı https://t.co/v1GKvjzrye","Madenci kardeşlerimin haklarını sonuna kadar savunacağımızı bir kez daha hatırlatıyor, ihmallerin kurbanı olmadıkları, çalışma şartlarının düzeltildiği bir Türkiye’nin sözünü veriyorum.  #4AralıkDünyaMadencilerGünü https://t.co/uMPXeQITUP",T24‘te Gazeteci Murat Sabuncu'nun sorularını yanıtlıyorum. https://t.co/VEEwHmZNsp,"Yalancılara, iftiracılara işte yanıt... https://t.co/UryutTsReM",RT @herkesicinCHP: Genel Başkanımız Kemal Kılıçdaroğlu: “Bütün engelli bireyleri saygıyla selamlıyoruz ve yasanın gereğinin yerine getirilm…,"Engelli bireylerimizin toplumsal yaşama daha etkin katılması için gerekli tüm çalışmaları en kısa sürede gerçekleştirerek adalet ve eşitliğin sağlanacağının sözünü veriyor, engelli bireylerimize saygı ve sevgilerimi iletiyorum. #3AralıkDünyaEngellilerGünü https://t.co/beNHRYyzva",RT @herkesicinCHP: Genel Başkanımız Sayın Kemal Kılıçdaroğlu ve Sayın Gültekin Uysal’ın ortak basın toplantısı https://t.co/pVp1S6nTnn,,ISFJ
530,JeremyClarkson,@airconjonukno1 No,@Car_Tech_Guy Tank,Yes,@bentleygyeadon Nope.,I love the septic,I love Kurt Zouma,@EleanorReaper @MadeYorkshire I get that. I know what you mean.,@ljpmcdonald It did,@lufc_ian They did already!!!,I tried for tickets but didn’t get any. This is a match I’ve looked forward to for 50 years. Please Frank. Understand that.,"Chelsea fans. If you’re there, get your lungs out","@CarlyUK Actually, I like Sheffield United",I love Oliver Giroud,@Blcktyde Yes,@muamaryanne @Stone_Axe Good for you,ENTP
531,BDUTT,"I asked @_YogendraYadav to respond to @agulati115 counterview that supports the #FarmLaws but asks for the PM to stop by ""and have jalebi with the Farmers"". Full interview @themojo_in here: https://t.co/J9qymKyCBm https://t.co/hfoggSwiYk","There is no Beech Ka Rasta possible any  more says @_YogendraYadav on the #FarmersProtests - ""Maye 4 months ago, not now. PM Modi and Narendra Modi need to have a conversation"". Full show @themojo_in here: https://t.co/J9qymKyCBm https://t.co/KxAx2fcqgB",@tinadesai07 @atulkasbekar will share again :-) thanks tina,Author @saliltripathi loses Twitter account after poem on Babri Masjid. He is @themojo_in with @anuraag_saxena @nilanjanaroy @karunanundy  https://t.co/KBVhGTE2Qr,@saliltripathi ❤️,"""It is Kafkaesque"" says Salil Tripathi, who takes time to thank ""all my right wing friends who I have sparred with, who stood up for my right to be here""- his suspension from Twitter on @themojo_in here: https://t.co/KBVhGTE2Qr https://t.co/Ih2oEdDJ4m",Where @anuraag_saxena @nilanjanaroy @karunanundy talk about the suspension of Salil Tripathi from Twitter . Full show @themojo_in here: https://t.co/KBVhGTE2Qr https://t.co/OCJdELffWg,Ahead of the #BharatBandh one farmer's prescription for how the protests can end. My ground report from the protests for @themojo_in  https://t.co/kL0gFjSPyg,"""Even our enemies wont go hungry from here"" - from the #FarmersProtests one of several ground reports by me for @themojo_in  https://t.co/mR3MYUHCDO",@angadc @neelammansingh and then the use of a certain actor as metaphor !,"A counterview to critics of the Farm Laws. @agulati115 on @themojo_in warning that ""you cannot swing against the force of a free market"" -  https://t.co/Cr68b3Qnhs","The Raghuram Rajan Interview- Farm Laws, Business Houses ownership of banks, the state of our economy, the health of our democracy. Full interview on @themojo_in  https://t.co/zf62MkqkrS",What if the 'Love Jihad' debate was around when Shakespeare was. @muskanagpal with a fresh eye on some of the biggest news stories in this fascinating conversation on @themojo_in   https://t.co/VNEhJpyp0T,@aktalkies youre brilliant. thats the tweet.,@writemeenal @MumbaiMirror Meenal you are the best of best ❤️,ENTP
532,Ibra_official,Try to stop me https://t.co/3yocVv8tIN,"Zlatan non sbaglia mai, è ovvio. Ma tu? Secondo me un po’ di concentrazione in più ti farebbe bene. Fai come Zlatan, mastica @mindthegum 
Provala qui: https://t.co/rEG5BkQOoU  #mindthegum #mindcoach #success https://t.co/6PpJGjIktr",,,,,,,,,,,,,,ESTP
533,amrwaked,الزعيم كنافة لما تفرط منه 😂,"ده اعتراف مباشر انكم مدورينها كشك سجاير للباشا بقالكم ٧ سنين.

مدبولي: توجيه رئاسي بالتحول نحو دولة مدنية ديمقراطية حديثة - بوابة الشروق - نسخة الموبايل

https://t.co/JO0D8QtnbV",عشان الناس ما تزعلش هو الصراحة ما حصلش صبي مبيض محارة. ولو كان بيعرف يبيض محارة كان زمانه احترم نفسه الحقيقة.,@essm_ramadn انا متأسف لكل صنايعي شريف. بس الصنايعي الشريف بيخليه في صنعته وما بيلبس جلاليب واسعة عليه ويعمل فيها رئيس جامعة او طبيب او مسئول عن اشياء لا يفقه فيها شيء ويضيع الناس كلها معاه.,مهما أمعنت في الإستبداد هيفضل تمامك قزم وكبيرك مبيض محارة. ايوة انت عارف نفسك يا عرة الإقليم.,لا يمكن النهوض بالتزوير مهما وهمت نفسك يا مزور يا جبان.,"RT @TheTruthPact: According to @hrw, Turkey should immediately release  Selahattin Demirtaş, former co-leader of the opposition Peoples’ De…",RT @ganobi: يدعي مؤيدو الفساد والاستبداد في #مصر مثل مرعي أننا ندعو لوقف البرنامج في حين إن البيان يخلو من أي إشارة مثل هذه لكنه لم يكلف نف…,"RT @BaheyHassan: لطمة #باريس
آن هيدالجو عمدة باريس تطلب من مجلس المدينة منح المواطنة الشرفية ل #علاء_عبدالفتاح #سولافة_مجدي #اسراء_عبدالفتا…",RT @KenRoth: European governments share responsibility for the worst repression in modern Egyptian history under President Sisi. French Pre…,"RT @soltan: Thank you Ghada

I’m joining the @UNHumanRights’ call to #RecoverBetter &amp; #StandUp4HumanRights

Hoping next yr imprisoned human…","And yet, on the same day, Macron receives the notorious Egyptian dictator, who is famous for extra-judicial killings, arbitrary detention, and torture of his own people. https://t.co/zf8S720nmO",RT @tekaldas: THREAD: President Macron's comments on human rights in Egypt at today's press conference with President Sisi were appalling f…,Congratulations Europe. It is time to wake up. https://t.co/gD1nznaxSG,"RT @weskandar: Macron is in violation of treaties his country signed. Impunity is the headline of today's politics.

https://t.co/Yfmt9uyyzL",ISTP
534,DulceMaria,"Muchísimas gracias a todos por sus felicitaciones por el nacimiento de nuestra bebita María Paula y por mi cumpleaños , me hacen sentir muy especial 🙏🏻🙌🏼❤️ los quiero mucho ❤️🙌🏼🙌🏼🙌🏼",Gracias!!! ❤️❤️❤️❤️🙌🏼 https://t.co/dzJxhiTjDM,🥺🥺❤️🙏🏻🙌🏼 gracias l@s amo ! https://t.co/23j8xkXaGD,No hay palabras para expresar todas las emociones que tengo... primero darle infinitas gracias a Dios 🙏🏻❤️🙌🏼 bienvenida al mundo María Paula te amamos tu papá @PacoAlvarezV y yo infinitamente . https://t.co/LsDlrXAc7G,Acaba de publicar una foto https://t.co/K8MrnFDSvj,,,,,,,,,,,ISFP
536,AmazingPhil,@heydanitza I miss my beard lights! I might just put them in my hair,@lderthnbmbs I have no face left,@philspuns Into the volcano!,@simpforphil Yes!! though I would probably trip over it into mount doom,@ShytheDude I may have sneezed when I was creating a platypus,BEARD EDITS IN REAL LIFE 🧔🏻✨ https://t.co/6BVCdQLRIK,"This was an absolutely wild ride from start to finish.

https://t.co/fHcXJplGDR https://t.co/OTpigTBJ3O",@milfiplier Maybe I need to make an eyebrow slit edits in real life,@badlandsdnp The link is there now!! Sorry in advance for the 2 minutes of placenta translation,@anna_yrs It shook me to my core,@perfectlyphil @LouisePentland squirtle squad 4 lyfe,@djhlovebot @LouisePentland louinge and phiuinge,@galacticdaniel @LouisePentland omg I searched the entire of google trying to find this,New video!! Episode 1 of Phil and Phriends with @LouisePentland - Our WORST Dating Experiences 💔💥 https://t.co/fHcXJplGDR,,INFJ
539,JeffreeStar,It’s Mrs. Wyoming to you 🚜 https://t.co/mZkFT1k7hm,Gooood morning everyone! 🔥 How are we today??,Current location 🎄📍 https://t.co/97osboIfXV,Time to make s’mores and enjoy this 30° weather 🍫☃️ https://t.co/co8ZTascih,"For everyone wondering, I’m never gonna leave Hidden Hills! ❤️ I just bought a home in Wyoming with a lot of land for my family and I 💯 Going to split my time between California and here ❄️ PS. City Hall had no line and everyone was nice 😂 https://t.co/Wn86miZpfC",I’m about to get my new Wyoming drivers license and take my photo! 🔥 What velour liquid lipstick color should I wear??,Good morningggg from Diva Lynn ❤️ https://t.co/9hsbbosUHX,"WINTER is here and to celebrate the end of the year, we have FOUR iconic mystery boxes launching THIS FRIDAY! ❄️ 12/11/2020 @ 10AM PST / 1PM EST! Pick your poison and see what you get! 💙 #mysterybox #jeffreestarcosmetics https://t.co/HMK6ssivpO",Goooood morning everyone! ✈️ We’re flying to Wyoming to spend some time at my house and enjoy some snow ❄️ https://t.co/Iezv8VilBq,WTF this is iconic!!! 🎄😩 https://t.co/rKeoKoNdHu,Have you watched yesterday’s new video? 😇 My lips are still peeling 💀 https://t.co/7Dy7VVyzt1,Goooood morning everyone!! 🔥 Time to wake and bake 💚🎄,I just worked out in the gym with a 40 inch wig on 💪🏼,😂😩😍 this is amazing https://t.co/U9qzEAcB7f,"🔥NEW VIDEO ALERT!🔥 Time to go down memory lane and celebrate the 6th anniversary of JSC! 😱 I swatch EVERY liquid lipstick I’ve ever made! 
https://t.co/ChGXAz9hKt",ENTJ
